"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","753","searchAdminUserReturnsNonEmptyList()","","2026-09-17","broken","2026-09-17","","api.UserTest","api.UserTest","searchAdminUserReturnsNonEmptyList"
"","51","Создание Encounter с минимальным набором обязательных данных","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","createEncounterWithRequiredFieldsOnly"
"","93","PAT-P1-02: Получение пациента по несуществующему UUID возвращает 404","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","getPatientByNonExistingUuidReturnsNotFound"
"","0","Негативный тест: отказ в авторизации с несуществующими данными и получение не авторизованной сессии","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","getAuthSessionWithInvalidDataAdmin"
"","69","Encounter не создаётся раньше начала Visit","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedBeforeVisitStart"
"","1","Encounter не создаётся с несуществующим Location","","2026-09-17","skipped","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownLocation"
"","0","Негативный тест: отказ в выполнении запроса с не авторизованной сессией","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","getAuthSessionWithInvalidDataAdminAndUseSession"
"","0","readOptionsRepresentOpenMrsValues()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","readOptionsRepresentOpenMrsValues"
"","71","PAT-P1-06: Создание пациента с датой рождения в будущем отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithFutureBirthdateReturnsBadRequest"
"","58","PAT-P0-05: Отклонение дублирующего идентификатора пациента","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","rejectDuplicatePatientIdentifier"
"","89","Encounter не создаётся без Patient","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutPatient"
"","67","PAT-P0-03: Поиск пациента по идентификатору возвращает созданного пациента","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","searchPatientByIdentifierReturnsCreatedPatient"
"","50","PAT-P1-09: Создание пациента с несуществующим типом идентификатора отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithNonExistingIdentifierTypeReturnsBadRequest"
"","64","Encounter не создаётся с несуществующим Patient","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownPatient"
"","5367","Создание Encounter внутри существующего Visit","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","createEncounterInsideExistingVisit"
"","55","PAT-P1-01: Поиск пациента по имени возвращает созданного пациента","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","searchPatientByNameReturnsCreatedPatient"
"","0","Негативный тест: пользователь админ изменяет пароль самому себе и не авторизуется по старому паролю","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","selfServicePasswordChangeAndCheckGetSessionViaNewCredentialsNotSuccessfully"
"","115","Изменение Encounter сохраняется","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","updateEncounter"
"","50","Encounter не создаётся с датой в будущем","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithFutureDatetime"
"","81","PAT-P0-02: Получение созданного пациента по UUID","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","getCreatedPatientByUuid"
"","40","PAT-P1-03: Создание пациента без имени отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithoutNameReturnsBadRequest"
"","0","Позитивный тест: успешная авторизация с получением сессии и выполнение запроса только с указанием сессии","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","getAuthSessionWithValidDataAdminAndUseSession"
"","0","successfulSearchAndNestedSearchExtractTypedCollections()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulSearchAndNestedSearchExtractTypedCollections"
"","117","Encounter не создаётся, если Patient не совпадает с Patient Visit","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWhenPatientDoesNotMatchVisitPatient"
"","0","authRequesterUsesItsOwnContract()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","authRequesterUsesItsOwnContract"
"","0","Позитивный тест: пользователь админ изменяет пароль самому себе и авторизуется по новому паролю","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","selfServicePasswordChangeAndGetSessionViaNewCredentialsSuccessfully"
"","0","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode"
"","88","Encounter не создаётся без Encounter Type","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutEncounterType"
"","66","Encounter создаётся с датой, равной началу Visit","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","createEncounterAtVisitStart"
"","89","Checkout appointment: статус становится Completed","","2026-09-17","failed","2026-09-17","","api.appointment.AppointmentTest","api.appointment.AppointmentTest","adminCanCheckoutAppointment"
"","73","PAT-P1-07: Создание пациента со слишком старой датой рождения отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithTooOldBirthdateReturnsBadRequest"
"","0","Негативный тест: повторная авторизация не создаёт новую сессию","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","getTwiceAuthSessionWithValidDataAdminReturnSameSessionValue"
"","131","Создание нового visit","","2026-09-17","failed","2026-09-17","","api.visit.VisitTest","api.visit.VisitTest","adminCanCreateVisit"
"","56","Создание нового appointment","","2026-09-17","failed","2026-09-17","","api.appointment.AppointmentTest","api.appointment.AppointmentTest","adminCanCreateAppointment"
"","88","Encounter не создаётся с несуществующим Encounter Type","","2026-09-17","failed","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownEncounterType"
"","0","Позитивный тест: logout завершает сессию","","2026-09-17","skipped","2026-09-17","","api.AuthTest","api.AuthTest","logoutUserEndsSession"
"","0","successfulAuthRejectsHttpSuccessWithUnauthenticatedSession()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulAuthRejectsHttpSuccessWithUnauthenticatedSession"
"","37","PAT-P1-12: Создание пациента без даты рождения","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithoutBirthdate"
"","0","successfulAuthChecksHttpStatusAndAuthenticatedFlag()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulAuthChecksHttpStatusAndAuthenticatedFlag"
"","0","searchRequesterUsesEmptyParamsForListAndFiltersForSearch()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","searchRequesterUsesEmptyParamsForListAndFiltersForSearch"
"","62","Получение списка Appointments пациента","","2026-09-17","failed","2026-09-17","","api.appointment.AppointmentTest","api.appointment.AppointmentTest","getAppointmentsByPatient"
"","0","Encounter не создаётся с несуществующим Visit","","2026-09-17","skipped","2026-09-17","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownVisit"
"","0","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable"
"","95","PAT-P0-01: Создание пациента с валидными минимальными данными","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithValidMinimalData"
"","0","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw()","","2026-09-17","skipped","2026-09-17","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw"
"","31","PAT-P0-04: Обновление пациента с сохранением остальных данных","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","updatePatientAndPreserveOtherData"
"","77","PAT-P1-08: Создание пациента с невалидным идентификатором отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithInvalidIdentifierReturnsBadRequest"
"","52","PAT-P1-10: Создание пациента с несуществующей локацией идентификатора отклоняется","","2026-09-17","failed","2026-09-17","","api.PatientTest","api.PatientTest","createPatientWithNonExistingLocationReturnsBadRequest"
