"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55","Encounter не создаётся без Encounter Type","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutEncounterType"
"","0","Encounter не создаётся с несуществующим Encounter Role","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownEncounterRole"
"","65","Создание Encounter с минимальным набором обязательных данных","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","createEncounterWithRequiredFieldsOnly"
"","0","getAuthSessionWithInvalidDataAdmin(String, String)","","2026-09-16","skipped","2026-09-16","","api.AuthTest","api.AuthTest","getAuthSessionWithInvalidDataAdmin"
"","0","successfulAuthChecksHttpStatusAndAuthenticatedFlag()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulAuthChecksHttpStatusAndAuthenticatedFlag"
"","0","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable"
"","77","Encounter создаётся с датой, равной началу Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","createEncounterAtVisitStart"
"","0","successfulCrudDelegatesValidatesAndExtractsResponses()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulCrudDelegatesValidatesAndExtractsResponses"
"","119","Encounter не создаётся, если Patient не совпадает с Patient Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWhenPatientDoesNotMatchVisitPatient"
"","756","searchAdminUserReturnsNonEmptyList()","","2026-09-16","broken","2026-09-16","","api.UserTest","api.UserTest","searchAdminUserReturnsNonEmptyList"
"","83","Encounter не создаётся без Patient","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutPatient"
"","1","Encounter не создаётся с несуществующим Location","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownLocation"
"","0","searchRequesterUsesEmptyParamsForListAndFiltersForSearch()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","searchRequesterUsesEmptyParamsForListAndFiltersForSearch"
"","0","getAuthSessionWithValidDataAdmin()","","2026-09-16","skipped","2026-09-16","","api.AuthTest","api.AuthTest","getAuthSessionWithValidDataAdmin"
"","0","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw"
"","0","successfulSearchAndNestedSearchExtractTypedCollections()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulSearchAndNestedSearchExtractTypedCollections"
"","0","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode"
