"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","authRequesterUsesItsOwnContract()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","authRequesterUsesItsOwnContract"
"","16","PAT-P1-01: Поиск пациента по имени возвращает созданного пациента","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","searchPatientByNameReturnsCreatedPatient"
"","17","PAT-P1-10: Создание пациента с несуществующей локацией идентификатора отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithNonExistingLocationReturnsBadRequest"
"","30","Encounter создаётся с датой, равной началу Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","createEncounterAtVisitStart"
"","0","Encounter не создаётся с несуществующим Visit","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownVisit"
"","28","Encounter не создаётся с несуществующим Encounter Type","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownEncounterType"
"","0","successfulAuthRejectsHttpSuccessWithUnauthenticatedSession()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulAuthRejectsHttpSuccessWithUnauthenticatedSession"
"","34","Encounter не создаётся, если Patient не совпадает с Patient Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWhenPatientDoesNotMatchVisitPatient"
"","31","Encounter не создаётся без Encounter Type","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutEncounterType"
"","18","PAT-P1-07: Создание пациента со слишком старой датой рождения отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithTooOldBirthdateReturnsBadRequest"
"","18","PAT-P1-05: Создание пациента без идентификатора отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithoutIdentifierReturnsBadRequest"
"","16","PAT-P1-09: Создание пациента с несуществующим типом идентификатора отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithNonExistingIdentifierTypeReturnsBadRequest"
"","0","Encounter не создаётся с несуществующим Provider","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownProvider"
"","0","successfulAuthChecksHttpStatusAndAuthenticatedFlag()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulAuthChecksHttpStatusAndAuthenticatedFlag"
"","113","Encounter не создаётся с датой в будущем","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithFutureDatetime"
"","17","PAT-P1-04: Создание пациента без пола отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithoutGenderReturnsBadRequest"
"","0","searchRequesterUsesEmptyParamsForListAndFiltersForSearch()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","searchRequesterUsesEmptyParamsForListAndFiltersForSearch"
"","27","PAT-P1-06: Создание пациента с датой рождения в будущем отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithFutureBirthdateReturnsBadRequest"
"","0","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","nestedRequestersPassParentIdItemIdRepresentationAndDeleteMode"
"","26","Создание Encounter с минимальным набором обязательных данных","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","createEncounterWithRequiredFieldsOnly"
"","0","successfulSearchAndNestedSearchExtractTypedCollections()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulSearchAndNestedSearchExtractTypedCollections"
"","38","PAT-P0-03: Поиск пациента по идентификатору возвращает созданного пациента","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","searchPatientByIdentifierReturnsCreatedPatient"
"","30","Encounter не создаётся с несуществующим Patient","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownPatient"
"","38","PAT-P0-02: Получение созданного пациента по UUID","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","getCreatedPatientByUuid"
"","34","Изменение Encounter сохраняется","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","updateEncounter"
"","499","searchAdminUserReturnsNonEmptyList()","","2026-09-16","broken","2026-09-16","","api.UserTest","api.UserTest","searchAdminUserReturnsNonEmptyList"
"","0","successfulCrudDelegatesValidatesAndExtractsResponses()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulCrudDelegatesValidatesAndExtractsResponses"
"","131","Encounter не создаётся раньше начала Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedBeforeVisitStart"
"","0","Encounter не создаётся с несуществующим Encounter Role","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownEncounterRole"
"","17","PAT-P0-04: Обновление пациента с сохранением остальных данных","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","updatePatientAndPreserveOtherData"
"","0","getAuthSessionWithInvalidDataAdmin(String, String)","","2026-09-16","skipped","2026-09-16","","api.AuthTest","api.AuthTest","getAuthSessionWithInvalidDataAdmin"
"","0","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.RawRequesterHttpTest","api.requests.skeleton.RawRequesterHttpTest","crudRequesterBuildsAllRequestsAndKeepsNegativeResponseRaw"
"","0","successfulNestedCrudDelegatesValidatesAndExtractsResponses()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulNestedCrudDelegatesValidatesAndExtractsResponses"
"","19","PAT-P0-05: Отклонение дублирующего идентификатора пациента","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","rejectDuplicatePatientIdentifier"
"","1","Encounter не создаётся с несуществующим Location","","2026-09-16","skipped","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithUnknownLocation"
"","152","PAT-P1-02: Получение пациента по несуществующему UUID возвращает 404","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","getPatientByNonExistingUuidReturnsNotFound"
"","0","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","successfulRequesterRejectsUnexpectedStatusWhileRawResponseRemainsAvailable"
"","29","PAT-P1-08: Создание пациента с невалидным идентификатором отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithInvalidIdentifierReturnsBadRequest"
"","0","getAuthSessionWithValidDataAdmin()","","2026-09-16","skipped","2026-09-16","","api.AuthTest","api.AuthTest","getAuthSessionWithValidDataAdmin"
"","2864","Создание Encounter внутри существующего Visit","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","createEncounterInsideExistingVisit"
"","112","Encounter не создаётся без Patient","","2026-09-16","failed","2026-09-16","","api.EncounterTest","api.EncounterTest","encounterIsNotCreatedWithoutPatient"
"","0","readOptionsRepresentOpenMrsValues()","","2026-09-16","skipped","2026-09-16","","api.requests.skeleton.SuccessfulRequesterTest","api.requests.skeleton.SuccessfulRequesterTest","readOptionsRepresentOpenMrsValues"
"","109","PAT-P1-03: Создание пациента без имени отклоняется","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithoutNameReturnsBadRequest"
"","22","PAT-P1-12: Создание пациента без даты рождения","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithoutBirthdate"
"","77","PAT-P1-11: Поиск несуществующего пациента возвращает пустой список","","2026-09-16","broken","2026-09-16","","api.PatientTest","api.PatientTest","searchNonExistingPatientReturnsEmptyResults"
"","19","PAT-P0-01: Создание пациента с валидными минимальными данными","","2026-09-16","failed","2026-09-16","","api.PatientTest","api.PatientTest","createPatientWithValidMinimalData"
